WeekOfMonth,Make,AccidentArea,DayOfWeekClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,Deductible,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy
2,13,0,2,3,1,1,31.0,1,1,0,0,0,9411,400,3,2,1,5,4,0,0,0,2,3,0,1
2,6,1,6,2,1,1,49.0,1,0,0,0,0,9412,400,3,2,1,5,6,0,0,0,3,3,0,0
2,13,0,6,2,0,1,33.0,0,1,0,4,0,9413,400,3,2,3,5,4,0,0,0,3,3,0,1
2,3,1,1,2,1,1,60.0,1,1,0,1,0,9414,400,3,2,3,6,7,0,0,0,2,3,0,1
4,9,1,2,2,1,2,31.0,0,2,1,5,0,9415,400,3,2,1,4,4,0,0,0,0,3,0,2
4,13,1,7,1,1,2,30.0,0,2,1,0,0,9416,400,3,2,1,4,4,0,0,0,3,3,0,2
2,17,1,7,3,0,1,45.0,0,1,0,0,0,9417,400,3,2,0,4,5,0,0,0,2,3,0,1
4,2,1,6,5,1,1,50.0,0,2,1,1,0,9418,400,3,2,1,6,6,0,0,0,2,3,0,2
3,0,1,5,1,1,2,30.0,0,2,1,5,0,9419,400,3,2,2,5,4,0,0,0,0,3,0,2
3,13,1,6,1,1,1,57.0,0,0,0,1,0,9420,400,3,2,3,6,7,1,0,0,3,3,0,0
2,6,1,5,2,1,1,36.0,0,2,1,1,0,9421,400,3,2,0,5,5,0,0,0,3,3,0,2
2,17,1,1,2,1,1,52.0,0,2,1,0,0,9422,400,3,2,2,6,6,0,0,0,3,3,0,2
5,6,1,5,1,1,1,50.0,0,2,1,0,0,9423,400,3,2,3,5,6,0,0,1,1,3,0,2
5,17,1,5,1,1,1,25.0,0,0,0,4,0,9424,400,3,2,1,1,3,0,0,0,3,3,0,0
4,9,1,2,5,1,2,42.0,1,2,1,1,0,9425,700,3,2,3,5,5,0,0,0,1,3,0,2
4,17,1,7,5,1,2,30.0,0,2,1,0,0,9426,400,3,2,2,5,4,0,0,0,2,3,0,2
4,17,1,1,4,1,1,61.0,0,0,0,5,0,9427,400,3,2,1,6,7,1,0,0,2,3,0,0
4,17,1,7,4,0,2,29.0,0,2,1,1,0,9428,400,3,2,1,4,4,0,0,0,1,3,0,2
3,13,1,7,5,1,1,34.0,0,1,0,5,0,9429,400,3,2,2,4,4,1,0,0,2,3,0,1
2,17,1,1,4,1,2,30.0,0,2,1,0,0,9430,400,3,2,1,4,4,0,0,0,3,2,1,2
2,17,1,1,2,1,1,42.0,0,0,0,1,0,9431,400,3,2,2,5,5,0,0,0,2,3,2,0
2,17,1,2,5,1,1,45.0,0,1,0,5,0,9432,400,3,2,3,5,5,0,0,0,3,3,0,1
2,6,1,6,2,1,1,59.0,0,4,1,5,0,9433,400,3,2,3,5,7,0,0,0,3,3,0,1
3,17,1,6,4,1,1,27.0,0,1,0,0,1,9434,400,3,2,3,4,4,0,0,0,0,3,0,1
2,9,1,1,2,0,1,27.0,0,1,0,0,0,9435,400,3,2,1,4,4,0,0,0,1,3,0,1
2,17,1,7,2,1,2,22.0,1,2,1,0,0,9436,300,3,2,2,3,3,0,0,0,3,1,0,2
1,9,1,6,1,0,1,49.0,1,2,1,0,0,9437,400,3,2,0,5,6,0,0,0,3,3,0,2
4,5,1,6,4,1,2,42.0,0,2,1,0,0,9438,400,3,2,1,5,5,0,0,0,0,3,0,2
3,6,1,7,3,1,1,45.0,0,2,1,0,0,9439,400,3,2,2,5,5,0,0,0,3,3,0,2
3,6,1,1,3,1,1,72.0,0,0,0,4,1,9440,400,3,2,1,6,8,0,0,0,1,3,0,0
4,6,1,7,5,1,2,18.0,0,1,0,0,0,9441,400,3,2,1,1,2,0,0,0,0,3,0,1
4,17,1,6,2,1,1,32.0,1,2,1,0,0,9442,400,3,2,0,4,4,0,0,0,3,3,0,2
1,0,1,6,1,1,1,35.0,0,2,1,1,0,9443,400,3,2,1,5,4,0,0,0,1,3,0,2
1,6,1,5,1,1,1,35.0,0,2,1,0,0,9444,400,3,2,2,4,4,0,0,0,0,3,0,2
1,9,1,6,2,1,2,35.0,1,1,0,0,0,9445,400,3,2,1,5,4,0,0,0,1,3,0,1
4,2,0,7,4,1,1,31.0,0,1,0,0,0,9446,400,3,2,1,4,4,0,0,0,2,3,0,1
2,17,1,6,5,0,1,32.0,0,0,0,4,0,9447,400,3,2,3,5,4,0,0,0,3,3,0,0
5,17,1,7,5,1,2,35.0,0,1,0,0,0,9448,400,3,2,1,4,4,0,0,0,0,3,0,1
4,6,1,5,5,0,1,37.0,0,1,0,4,0,9449,400,3,2,0,5,5,0,0,0,0,3,0,1
4,13,1,5,4,1,1,65.0,0,2,1,1,0,9450,400,3,2,1,6,7,0,0,0,3,3,0,2
4,9,1,6,4,1,1,30.0,0,1,0,1,0,9451,400,3,2,1,5,4,0,0,0,3,2,1,1
1,17,1,5,2,1,2,44.0,0,1,0,4,0,9452,400,3,2,0,5,5,0,0,0,0,3,0,1
2,9,1,6,5,1,1,46.0,0,1,0,1,0,9453,400,3,2,0,5,6,0,0,0,3,3,0,1
4,13,1,5,2,1,1,58.0,0,0,0,4,0,9454,400,3,2,1,6,7,0,0,0,3,3,0,0
3,0,1,2,1,1,1,49.0,0,6,2,5,0,9455,400,3,2,2,5,6,0,0,0,3,3,0,0
2,6,1,2,2,1,2,16.5,0,1,0,5,0,9456,400,3,2,0,7,0,1,0,0,3,3,0,1
4,9,1,1,2,1,1,41.0,0,6,2,5,0,9457,400,4,2,3,5,5,0,0,0,3,3,0,0
4,6,1,4,2,1,1,29.0,0,0,0,0,0,9458,400,3,2,3,4,4,0,0,0,3,3,0,0
4,6,1,1,4,0,2,33.0,0,2,1,0,0,9459,400,3,2,1,3,4,0,0,0,2,3,0,2
1,0,0,6,1,1,1,55.0,1,2,1,5,0,9460,400,3,2,1,6,6,0,0,0,2,3,0,2
4,2,0,5,1,1,1,29.0,0,1,0,1,1,9461,400,3,2,0,5,4,0,0,0,3,3,0,1
1,6,1,6,1,1,2,16.5,0,2,1,5,0,9462,400,3,2,1,7,0,0,0,0,3,3,0,2
3,6,1,2,1,1,1,71.0,0,2,1,1,0,9463,400,3,2,1,6,8,0,0,0,3,3,0,2
5,13,1,6,2,1,1,47.0,1,0,0,0,0,9464,400,3,2,2,6,6,0,0,0,3,3,0,0
3,13,1,1,1,1,1,63.0,0,1,0,1,0,9465,400,3,2,3,6,7,0,0,0,3,0,0,1
1,6,1,6,1,1,2,27.0,1,0,0,0,0,9466,400,3,2,0,4,4,0,0,0,0,3,0,0
1,2,1,2,1,0,1,49.0,0,2,1,0,0,9467,400,3,2,0,6,6,0,0,0,1,3,0,2
4,13,1,7,5,1,1,39.0,0,1,0,0,0,9468,400,3,2,3,5,5,0,0,0,1,3,0,1
5,17,0,5,1,0,1,53.0,0,2,1,0,0,9469,400,3,2,3,5,6,0,0,0,3,3,0,2
4,13,1,7,4,1,2,23.0,0,1,0,1,0,9470,400,3,2,2,1,3,0,0,0,0,3,0,1
3,6,0,6,4,1,1,26.0,0,2,1,1,0,9471,400,3,2,1,4,4,0,0,0,3,3,0,2
1,2,1,2,2,1,2,46.0,0,6,2,5,0,9472,400,3,2,1,5,6,0,0,0,1,2,2,0
2,17,1,2,2,0,2,34.0,0,1,0,0,0,9473,400,3,2,1,3,4,0,0,0,2,3,0,1
1,17,1,2,1,1,0,58.0,0,2,1,1,0,9474,400,3,2,1,4,7,0,0,0,2,3,0,2
3,18,1,1,3,1,1,28.0,0,2,1,5,0,9475,400,3,2,0,5,4,0,0,0,2,3,0,2
3,13,1,7,3,1,1,52.0,0,1,0,0,0,9476,400,3,2,3,3,6,0,0,0,0,3,0,1
5,9,1,3,1,1,1,48.0,0,1,0,0,0,9477,400,3,2,3,5,6,0,0,0,2,3,0,1
4,6,1,2,1,0,1,43.0,0,1,0,0,0,9478,400,3,2,2,5,5,0,0,0,3,3,0,1
5,13,1,5,1,1,1,29.0,0,1,0,4,0,9479,400,3,2,3,5,4,0,0,0,2,3,0,1
1,17,1,2,1,1,1,59.0,0,1,0,4,0,9480,400,3,2,3,6,7,0,0,0,0,3,0,1
4,3,0,6,4,1,1,49.0,1,0,0,1,0,9481,400,3,2,2,6,6,0,0,0,3,3,0,0
5,13,1,1,1,1,1,42.0,1,1,0,0,0,9482,400,3,2,1,5,5,0,0,0,2,3,0,1
4,13,1,6,4,0,1,44.0,0,2,1,0,0,9483,400,3,2,3,5,5,0,0,0,3,3,0,2
4,2,1,6,4,0,1,49.0,0,1,0,0,1,9484,400,3,2,1,5,6,0,0,0,1,3,0,1
5,18,1,6,2,1,1,43.0,0,2,1,2,0,9485,400,3,2,2,6,5,0,0,0,3,3,0,2
4,2,1,7,4,1,1,26.0,0,0,0,2,0,9486,400,3,2,3,4,4,0,0,0,3,3,0,0
3,17,1,2,3,1,1,54.0,0,1,0,1,0,9487,700,3,2,2,5,6,0,0,0,1,1,0,1
3,9,0,5,3,1,2,27.0,1,0,0,0,0,9488,400,3,2,0,5,4,0,0,0,3,3,0,0
1,9,1,2,1,1,2,32.0,0,2,1,0,0,9489,400,3,2,1,3,4,0,0,0,0,3,0,2
1,13,0,6,1,0,1,43.0,1,2,1,1,0,9490,400,3,2,3,5,5,0,0,0,2,3,0,2
5,13,0,2,1,0,1,47.0,0,1,0,1,0,9491,400,3,2,1,6,6,0,0,0,2,3,0,1
4,2,1,7,5,1,1,32.0,0,2,1,1,0,9492,400,3,2,1,5,4,0,0,0,2,3,0,2
1,13,0,7,2,1,1,55.0,0,1,0,1,0,9493,400,3,2,3,6,6,0,0,0,2,2,1,1
4,6,1,5,5,1,2,53.0,1,2,1,0,0,9494,400,3,2,3,6,6,0,0,0,3,3,0,2
4,17,1,7,1,1,1,36.0,1,1,0,0,0,9495,400,3,2,0,3,5,0,0,0,2,3,0,1
3,17,1,5,3,1,2,55.0,0,0,0,0,0,9496,400,3,2,0,6,6,0,0,0,2,3,0,0
3,13,1,5,4,1,1,42.0,1,1,0,0,0,9497,400,3,2,3,5,5,0,0,0,1,3,0,1
2,9,1,7,3,1,2,28.0,0,1,0,0,0,9498,400,3,2,1,5,4,0,0,0,1,3,0,1
4,13,1,7,5,1,1,43.0,0,1,0,0,0,9499,400,3,2,0,5,5,0,0,0,2,3,0,1
4,9,1,6,1,1,1,48.0,1,4,1,5,0,9500,400,3,2,1,6,6,0,0,0,3,3,0,1
4,9,1,6,5,1,2,28.0,0,2,1,0,0,9501,400,3,2,1,3,4,0,0,0,0,3,0,2
4,13,1,5,1,1,1,53.0,0,2,1,0,0,9502,400,3,2,0,6,6,0,0,0,2,3,0,2
5,17,1,3,1,1,1,50.0,0,2,1,0,0,9503,400,3,2,1,6,6,0,0,0,2,3,0,2
2,5,1,1,2,1,1,48.0,1,0,0,1,0,9504,400,3,2,0,6,6,1,1,0,2,3,0,0
2,13,1,1,2,0,2,27.0,1,0,0,0,0,9505,400,3,2,0,5,4,0,0,0,0,3,0,0
5,13,1,7,1,0,1,38.0,0,1,0,0,0,9506,400,2,0,0,1,5,0,0,0,3,3,0,1
4,18,1,2,4,1,1,49.0,0,1,0,5,0,9507,400,3,2,3,4,6,0,0,0,3,3,0,1
4,13,1,1,5,1,1,57.0,1,0,0,0,0,9508,400,3,2,3,5,7,0,0,0,3,3,0,0
3,13,1,2,3,0,1,28.0,0,1,0,0,0,9509,400,3,2,0,4,4,0,0,0,3,3,0,1
4,17,1,2,5,1,1,38.0,0,2,1,1,1,9510,400,3,2,1,6,5,0,0,0,3,3,0,2
5,17,1,2,1,1,2,29.0,1,0,0,0,0,9511,400,3,2,0,3,4,0,0,0,0,3,0,0
3,9,1,6,3,1,2,32.0,0,2,1,0,0,9512,400,3,2,3,5,4,0,0,0,3,3,0,2
2,17,1,7,3,1,1,43.0,0,0,0,4,0,9513,400,3,2,0,5,5,0,0,0,2,3,2,0
3,13,1,6,2,1,1,26.0,0,1,0,0,0,9514,400,3,2,2,5,4,0,0,0,3,2,1,1
3,13,1,2,4,1,1,33.0,0,2,1,0,0,9515,400,3,2,1,5,4,0,0,0,0,3,0,2
4,13,1,6,2,1,1,59.0,1,0,0,0,0,9516,400,3,2,3,6,7,0,0,0,2,3,0,0
2,2,0,2,2,1,1,53.0,0,1,0,0,0,9517,400,3,2,0,6,6,0,0,0,1,3,0,1
5,15,1,5,1,1,2,34.0,0,0,0,1,0,9518,400,3,2,3,3,4,0,0,0,3,3,0,0
4,17,1,5,2,1,1,32.0,0,1,0,0,1,9519,400,3,2,0,4,4,0,0,0,0,3,0,1
1,17,1,2,1,1,1,33.0,0,2,1,0,0,9520,400,3,2,1,2,4,0,0,0,3,3,0,2
4,5,1,2,5,1,1,51.0,0,0,0,3,0,9521,400,3,2,0,6,6,0,0,0,1,3,0,0
4,9,1,1,1,1,1,46.0,0,2,1,1,0,9522,400,3,2,2,6,6,0,0,0,3,3,0,2
4,17,1,1,4,1,1,45.0,0,2,1,1,0,9523,400,3,2,1,6,5,0,0,0,2,3,0,2
5,6,0,1,5,0,2,33.0,1,2,1,0,0,9524,400,3,2,3,3,4,0,0,0,3,3,0,2
3,0,1,5,3,1,1,28.0,0,6,2,5,0,9525,400,3,2,0,5,4,0,0,0,3,3,0,0
3,13,1,7,5,1,1,30.0,0,0,0,0,0,9526,400,3,2,0,4,4,0,0,0,3,3,0,0
1,17,1,2,1,1,1,39.0,0,2,1,0,0,9527,400,3,2,2,5,5,0,0,0,1,3,0,2
4,6,1,2,4,1,1,40.0,0,2,1,5,0,9528,400,3,2,1,5,5,0,0,0,2,3,0,2
2,6,0,2,2,1,2,16.5,0,2,1,5,0,9529,400,3,2,1,7,0,0,0,0,3,3,0,2
1,6,1,6,2,1,1,38.0,1,2,1,5,0,9530,400,3,2,1,5,5,0,0,0,2,3,0,2
5,9,1,6,5,1,1,41.0,0,1,0,0,0,9531,400,3,2,1,5,5,0,0,0,0,3,0,1
3,11,1,7,4,0,1,57.0,1,0,0,0,0,9532,400,3,2,3,6,7,0,0,0,1,3,0,0
3,17,1,2,4,1,1,33.0,0,2,1,1,0,9533,400,3,2,3,4,4,0,0,0,2,3,0,2
3,9,1,6,3,1,1,28.0,0,1,0,0,0,9534,400,3,2,2,5,4,0,0,0,2,3,0,1
1,9,1,7,1,0,1,47.0,0,0,0,0,0,9535,400,3,2,0,6,6,0,0,0,3,2,1,0
1,18,1,6,2,1,1,42.0,0,2,1,2,0,9536,400,3,2,2,6,5,0,0,0,3,3,0,2
4,13,1,5,4,1,2,33.0,0,2,1,0,0,9537,400,3,2,2,4,4,0,0,0,3,3,0,2
5,9,1,1,1,1,1,47.0,0,2,1,0,0,9538,500,3,2,2,6,6,0,0,0,3,1,0,2
5,13,1,4,1,1,2,35.0,0,2,1,1,0,9539,400,3,2,1,4,4,0,0,1,3,3,0,2
1,0,1,2,3,1,2,48.0,0,2,1,0,0,9540,400,3,2,0,5,6,0,0,0,3,3,0,2
3,6,1,5,3,1,2,16.5,0,6,2,5,0,9541,400,3,2,1,7,0,0,0,0,3,3,0,0
5,13,1,1,1,1,1,40.0,0,2,1,1,0,9542,400,3,2,0,6,5,0,0,0,2,3,0,2
3,13,1,5,4,0,2,31.0,0,2,1,0,0,9543,400,3,2,1,3,4,0,0,0,0,3,0,2
3,5,1,2,1,1,1,42.0,0,0,0,4,0,9544,400,3,2,1,5,5,0,0,0,2,3,0,0
4,6,1,7,4,0,1,38.0,0,2,1,0,0,9545,400,3,2,1,5,5,0,0,0,3,3,0,2
1,13,1,2,2,0,1,33.0,1,1,0,0,0,9546,400,3,2,3,4,4,0,0,0,2,3,0,1
4,6,1,6,4,1,1,35.0,0,2,1,0,0,9547,400,3,2,1,4,4,0,0,0,3,3,0,2
3,2,1,2,3,1,1,33.0,0,2,1,0,0,9548,400,3,2,0,4,4,0,0,0,0,3,0,2
1,9,1,2,2,1,1,39.0,1,1,0,5,0,9549,700,3,2,3,5,5,0,0,0,2,3,0,1
1,13,1,6,2,0,1,39.0,0,1,0,0,0,9550,400,3,2,2,5,5,0,0,0,2,3,0,1
2,11,1,7,3,1,1,29.0,0,2,1,0,0,9551,400,3,2,2,5,4,0,0,0,2,3,0,2
2,6,1,6,2,1,1,54.0,0,2,1,1,0,9552,400,3,2,1,5,6,0,0,0,2,3,0,2
1,17,1,5,2,0,1,41.0,0,1,0,0,0,9553,400,3,2,1,5,5,0,0,0,1,3,0,1
3,6,1,5,1,1,2,16.5,0,3,1,5,0,9554,400,3,2,3,7,0,1,0,0,3,3,0,0
2,17,1,1,2,1,1,45.0,0,2,1,0,0,9555,400,3,2,1,5,5,0,0,0,0,3,0,2
4,17,1,5,4,1,1,80.0,0,0,0,4,0,9556,400,3,2,0,6,8,0,0,0,3,0,1,0
2,6,1,1,1,1,1,42.0,0,2,1,1,0,9557,400,3,2,0,5,5,0,0,0,3,3,0,2
4,6,1,6,4,1,1,51.0,1,0,0,0,0,9558,400,3,2,1,6,6,0,0,0,3,3,0,0
2,17,1,2,3,1,1,33.0,0,1,0,0,0,9559,400,3,2,3,5,4,0,0,0,2,3,0,1
1,17,1,7,1,0,1,59.0,0,2,1,0,0,9560,400,3,2,0,6,7,0,0,0,3,3,0,2
1,6,1,5,2,1,2,16.5,0,2,1,5,0,9561,400,3,2,2,7,0,0,0,0,3,3,0,2
3,2,1,1,1,0,1,37.0,1,0,0,0,0,9562,400,3,2,3,4,5,0,0,0,3,3,0,0
4,17,1,7,4,1,1,65.0,0,0,0,0,1,9563,400,3,2,2,6,7,0,0,0,2,3,0,0
3,2,0,2,4,1,2,28.0,0,1,0,0,0,9564,400,3,2,3,3,4,0,0,0,3,3,0,1
2,9,1,6,2,1,1,45.0,0,2,1,0,0,9565,400,3,2,2,5,5,0,0,0,3,3,0,2
2,6,1,2,1,0,2,25.0,1,0,0,4,0,9566,400,3,2,3,1,3,0,0,0,3,3,0,0
1,13,1,2,1,1,1,26.0,0,2,1,0,0,9567,400,3,2,0,4,4,0,0,0,3,3,0,2
4,13,1,7,4,1,1,36.0,1,1,0,0,0,9568,400,3,2,0,3,5,0,0,0,0,3,0,1
2,6,1,2,2,1,1,35.0,0,1,0,0,0,9569,400,3,2,0,5,4,0,0,0,3,3,0,1
5,13,1,5,1,1,2,23.0,1,1,0,0,0,9570,400,3,2,1,3,3,0,0,0,2,3,0,1
1,0,1,2,2,1,1,36.0,0,1,0,5,0,9571,400,3,2,0,6,5,0,0,0,2,3,0,1
2,2,1,2,1,0,1,39.0,0,1,0,2,0,9572,400,3,2,3,5,5,0,0,0,2,3,0,1
2,6,1,2,2,1,1,26.0,0,2,1,0,0,9573,400,3,2,1,5,4,0,0,0,2,3,0,2
2,5,0,6,2,1,1,48.0,0,1,0,1,0,9574,400,3,2,3,6,6,0,0,0,0,3,0,1
2,17,1,2,2,1,2,22.0,0,1,0,0,0,9575,400,3,2,2,3,3,0,0,0,0,3,0,1
2,0,1,2,2,1,1,43.0,0,0,0,1,0,9576,400,3,2,0,5,5,0,0,0,1,3,0,0
3,6,1,6,3,1,1,27.0,1,1,0,0,0,9577,400,3,2,2,4,4,0,0,0,1,2,1,1
1,17,1,7,1,0,1,41.0,1,0,0,0,0,9578,400,3,2,3,5,5,0,0,0,3,3,0,0
5,9,1,7,1,1,1,72.0,0,2,1,0,0,9579,400,3,2,0,5,8,0,0,0,2,3,0,2
1,2,1,1,4,0,1,36.0,0,2,1,0,0,9580,700,3,2,2,5,5,0,0,0,3,3,0,2
3,6,1,2,3,1,2,34.0,0,2,1,0,0,9581,400,3,2,0,4,4,0,0,0,0,3,0,2
2,9,0,2,3,0,2,36.0,0,1,0,0,0,9582,400,3,2,0,6,5,0,0,0,2,3,0,1
1,5,0,7,4,1,1,41.0,1,1,0,2,0,9583,400,3,2,1,6,5,0,0,0,2,3,0,1
3,13,1,1,3,1,1,42.0,0,1,0,0,0,9584,400,3,2,2,6,5,0,0,0,2,3,0,1
2,6,1,7,3,1,1,35.0,0,2,1,5,0,9585,400,3,2,1,4,4,1,0,0,0,3,0,2
3,17,1,5,3,1,1,43.0,0,1,0,0,0,9586,400,3,2,0,4,5,0,0,0,1,3,0,1
1,17,1,6,2,1,1,40.0,1,0,0,1,0,9587,400,1,2,3,5,5,0,0,0,3,3,0,0
1,2,1,1,1,1,1,30.0,0,0,0,0,0,9588,400,3,2,1,5,4,0,0,0,2,3,0,0
1,6,1,2,2,1,1,49.0,0,2,1,0,0,9589,500,3,2,2,6,6,0,0,0,2,1,0,2
4,6,1,1,4,1,1,40.0,1,0,0,1,0,9590,400,3,2,1,5,5,0,0,0,1,3,0,0
3,5,1,6,4,1,1,36.0,0,0,0,5,0,9591,400,3,2,3,5,5,0,0,0,2,3,0,0
3,13,1,6,3,1,1,34.0,1,2,1,0,0,9592,400,3,2,2,4,4,0,0,0,1,3,0,2
2,17,1,6,4,1,1,43.0,0,0,0,0,0,9593,400,3,2,1,5,5,0,0,0,2,3,0,0
3,13,1,6,3,1,1,27.0,1,0,0,4,0,9594,400,3,2,3,3,4,0,0,0,3,3,0,0
3,6,1,7,4,1,1,80.0,0,1,0,0,0,9595,400,3,2,1,6,8,0,0,0,3,3,2,1
4,17,1,7,1,1,1,66.0,0,1,0,0,0,9596,400,3,2,3,6,8,0,0,0,3,3,0,1
1,2,0,6,3,1,1,44.0,1,2,1,5,0,9597,400,3,2,1,5,5,0,0,0,3,3,0,2
2,2,1,2,3,1,1,32.0,0,2,1,0,0,9598,400,3,2,1,4,4,0,0,0,3,2,1,2
4,17,1,5,3,1,1,38.0,0,2,1,0,0,9599,400,3,2,1,5,5,0,0,0,0,3,0,2
4,13,1,5,4,1,1,42.0,1,0,0,0,0,9600,400,3,2,0,5,5,0,0,0,0,3,0,0
3,17,1,7,3,1,1,52.0,0,0,0,4,0,9601,400,3,2,0,4,6,0,0,0,3,3,0,0
3,6,1,6,2,1,1,60.0,0,1,0,0,0,9602,400,3,2,1,6,7,0,0,0,2,3,0,1
2,0,1,5,3,0,1,31.0,0,0,0,1,0,9603,400,3,2,0,4,4,0,0,0,3,3,0,0
2,17,1,1,2,0,1,48.0,1,0,0,0,0,9604,400,3,2,3,5,6,0,0,0,0,3,0,0
1,17,1,6,2,1,1,31.0,0,2,1,0,0,9605,400,3,2,0,5,4,0,0,0,3,3,0,2
3,2,1,7,2,1,1,36.0,0,2,1,2,0,9606,400,3,2,1,6,5,0,0,0,1,3,0,2
3,2,1,6,3,1,1,36.0,0,6,2,5,0,9607,400,3,2,3,5,5,0,0,0,3,3,0,0
2,13,1,6,5,0,1,37.0,0,0,0,0,0,9608,400,3,2,3,5,5,0,0,0,3,3,0,0
4,13,1,7,3,1,2,24.0,0,1,0,0,0,9609,400,3,2,1,3,3,0,0,0,0,3,0,1
1,2,1,3,2,1,1,36.0,0,1,0,5,0,9610,400,3,2,1,6,5,0,0,0,3,3,0,1
1,9,1,5,1,1,2,39.0,1,0,0,5,0,9611,700,3,2,1,6,5,0,0,0,2,3,0,0
3,13,1,5,4,1,1,30.0,1,1,0,1,0,9612,400,3,2,3,5,4,0,0,0,2,3,0,1
4,17,0,6,2,1,1,80.0,0,0,0,0,0,9613,400,3,2,3,4,8,0,0,0,2,3,0,0
4,13,1,1,1,0,2,26.0,0,0,0,0,1,9614,400,3,2,1,4,4,0,0,0,3,3,0,0
1,6,1,6,2,1,1,43.0,1,0,0,0,0,9615,400,3,2,3,5,5,0,0,0,2,3,0,0
4,13,0,6,4,1,1,40.0,0,1,0,0,0,9616,400,3,2,3,5,5,0,0,0,3,3,0,1
5,13,1,6,1,1,1,38.0,1,1,0,0,0,9617,400,3,2,1,5,5,0,0,0,3,3,0,1
3,17,1,4,4,1,1,27.0,1,0,0,4,0,9618,400,3,2,3,5,4,0,0,0,3,3,0,0
3,13,1,1,3,1,1,28.0,0,2,1,5,0,9619,400,3,2,0,3,4,0,0,0,1,2,1,2
2,6,0,5,4,0,1,37.0,1,2,1,0,0,9620,400,3,2,2,5,5,0,0,0,3,3,0,2
1,17,1,5,1,1,1,50.0,1,1,0,1,0,9621,400,3,2,0,6,6,0,0,0,2,3,0,1
1,6,1,7,2,1,1,39.0,0,1,0,0,0,9622,400,3,2,1,5,5,0,0,0,2,3,0,1
1,13,1,2,1,1,2,43.0,1,0,0,0,0,9623,400,3,2,1,5,5,0,0,0,2,3,0,0
5,13,1,6,2,0,2,39.0,1,1,0,4,0,9624,400,3,2,0,5,5,0,0,0,3,3,0,1
4,13,1,2,1,0,2,43.0,0,1,0,0,0,9625,400,3,2,1,5,5,0,0,0,1,3,0,1
4,9,1,1,3,1,1,33.0,1,2,1,1,0,9626,400,3,2,1,5,4,0,0,0,1,3,0,2
3,17,1,1,3,1,1,28.0,1,1,0,0,0,9627,400,3,2,0,4,4,0,0,0,1,3,0,1
1,9,0,2,2,1,2,29.0,0,1,0,1,0,9628,400,3,2,0,4,4,0,0,0,1,3,0,1
1,13,1,7,3,1,1,38.0,0,1,0,1,0,9629,400,3,2,0,4,5,0,0,0,3,3,0,1
1,13,1,7,5,1,1,31.0,0,2,1,0,0,9630,400,3,2,2,3,4,0,0,0,3,3,0,2
4,13,1,1,4,1,1,62.0,0,0,0,4,0,9631,400,3,2,3,5,7,0,0,0,1,3,0,0
3,2,1,6,3,1,1,26.0,1,1,0,1,0,9632,400,3,2,0,5,4,0,0,0,2,3,0,1
2,6,1,5,3,0,2,35.0,0,4,1,5,0,9633,400,3,2,3,3,4,0,0,0,3,3,0,1
5,9,1,2,2,0,1,38.0,0,1,0,1,0,9634,400,3,2,1,5,5,0,0,0,0,3,0,1
3,2,1,7,1,1,1,33.0,1,1,0,0,0,9635,400,3,2,3,4,4,0,0,0,3,3,0,1
3,6,1,2,3,1,2,23.0,0,0,0,4,0,9636,400,3,2,0,1,3,0,0,0,3,3,2,0
2,0,1,6,2,1,2,31.0,0,2,1,5,0,9637,400,3,2,1,4,4,0,0,0,2,3,0,2
2,0,1,7,3,1,2,52.0,0,0,0,1,0,9638,400,3,2,0,5,6,0,0,0,2,3,0,0
2,17,1,1,2,0,2,31.0,0,2,1,0,0,9639,400,3,2,1,4,4,0,0,0,1,3,0,2
3,6,1,1,3,1,1,36.0,0,2,1,1,0,9640,500,3,2,2,6,5,0,0,0,2,1,1,2
4,18,0,6,4,1,1,53.0,0,1,0,3,0,9641,400,3,2,3,6,6,0,0,0,3,3,0,1
1,17,1,5,2,1,1,40.0,0,2,1,0,0,9642,700,3,2,2,6,5,0,0,0,3,3,0,2
2,13,1,2,2,1,2,27.0,0,1,0,0,0,9643,400,3,2,1,5,4,1,0,0,0,3,0,1
2,13,1,6,3,1,1,47.0,1,1,0,0,0,9644,400,3,2,1,4,6,1,1,0,2,3,0,1
1,2,1,6,4,1,1,46.0,0,0,0,5,0,9645,400,3,2,0,6,6,0,0,0,0,3,0,0
3,6,1,2,3,1,1,75.0,1,2,1,0,0,9646,400,3,2,1,6,8,0,0,0,0,3,0,2
3,13,0,1,3,1,2,39.0,1,0,0,0,0,9647,400,3,2,0,5,5,0,0,0,2,0,0,0
4,13,0,6,5,1,1,47.0,0,0,0,4,0,9648,400,3,2,3,6,6,0,0,0,3,3,0,0
2,17,1,2,3,1,1,44.0,0,0,0,0,0,9649,400,3,2,3,5,5,0,0,0,0,3,0,0
3,0,1,2,2,1,1,51.0,0,6,2,5,0,9650,400,3,2,0,6,6,0,0,0,3,3,0,0
2,18,1,6,2,1,1,43.0,0,1,0,2,0,9651,400,3,2,3,4,5,0,0,0,1,3,0,1
